Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,New Cases,New Deaths,state_code
Nagaland,2021-05-13,16890,165,13428.0,3297.0,-6865.0,-112.0,13
Jharkhand,2021-05-13,301257,4182,246608.0,50467.0,-179756.0,-3084.0,20
Karnataka,2021-05-13,2053191,20368,1440621.0,592202.0,867858.0,16480.0,29
Andaman and Nicobar Islands,2021-05-13,6470,81,6175.0,214.0,3426.0,48.0,35
Mizoram,2021-05-13,8176,23,6120.0,2033.0,-3728.0,-12.0,15
Goa,2021-05-13,127639,1874,92974.0,32791.0,48792.0,1440.0,30
Gujarat,2021-05-13,714611,8731,578397.0,127483.0,-386158.0,-4111.0,24
Maharashtra,2021-05-13,5226710,78007,4600196.0,548507.0,2567324.0,65001.0,27
Delhi,2021-05-13,1361986,20310,1258951.0,82725.0,-1228676.0,-16403.0,7
Punjab,2021-05-13,467539,11111,376465.0,79963.0,30166.0,784.0,3
Himachal Pradesh,2021-05-13,145736,2068,104714.0,38954.0,57890.0,1423.0,2
Uttar Pradesh,2021-05-13,1563235,16369,1340251.0,206615.0,-968594.0,-7840.0,9
Puducherry,2021-05-13,77031,1045,60424.0,15562.0,-37615.0,-389.0,34
Bihar,2021-05-13,622433,3503,519306.0,99624.0,-98592.0,-577.0,10
Ladakh,2021-05-13,15807,158,14102.0,1547.0,5046.0,50.0,38
Manipur,2021-05-13,37036,526,31238.0,5272.0,86297.0,1387.0,14
West Bengal,2021-05-13,1053117,12728,911705.0,128684.0,-374945.0,-2076.0,19
Haryana,2021-05-13,652742,6075,539609.0,107058.0,310577.0,4311.0,6
Rajasthan,2021-05-13,805658,6158,590390.0,209110.0,144755.0,2707.0,8
Chandigarh,2021-05-13,52633,599,43506.0,8528.0,163453.0,491.0,4
Meghalaya,2021-05-13,20985,250,17354.0,3381.0,-7525.0,-111.0,17
Madhya Pradesh,2021-05-13,700202,6679,583595.0,109928.0,-671613.0,-5859.0,23
Lakshadweep,2021-05-13,4202,11,3171.0,1020.0,-2867.0,-10.0,31
Dadra and Nagar Haveli and Daman and Diu,2021-05-13,9150,4,8086.0,1060.0,-8630.0,-3.0,26
Odisha,2021-05-13,565648,2232,473680.0,89736.0,-275532.0,-912.0,21
Unknown,2021-05-13,0,0,0.0,0.0,0.0,0.0,97
Uttarakhand,2021-05-13,264683,4123,183478.0,77082.0,-168857.0,-2484.0,5
Jammu and Kashmir,2021-05-13,229407,2912,174953.0,51542.0,-199373.0,-2340.0,1
Gujarat,2021-05-14,725353,8840,593666.0,122847.0,-284622.0,-3100.0,24
Odisha,2021-05-14,576297,2251,482345.0,91701.0,546438.0,6227.0,21
Dadra and Nagar Haveli and Daman and Diu,2021-05-14,9257,4,8197.0,1056.0,1029.0,0.0,26
Karnataka,2021-05-14,2088488,20712,1474678.0,593098.0,1288465.0,17803.0,29
Andhra Pradesh,2021-05-14,1366785,9077,1156666.0,201042.0,-497373.0,-2074.0,37
Lakshadweep,2021-05-14,4395,13,3290.0,1092.0,-3060.0,-12.0,31
Unknown,2021-05-14,0,0,0.0,0.0,0.0,0.0,97
Haryana,2021-05-14,665028,6238,555650.0,103140.0,-616092.0,-5681.0,6
Chhattisgarh,2021-05-14,892331,11289,761592.0,119450.0,-781676.0,-10373.0,22
Himachal Pradesh,2021-05-14,150673,2131,108534.0,40008.0,-92216.0,-1136.0,2
Punjab,2021-05-14,475949,11297,384702.0,79950.0,125473.0,5206.0,3
Nagaland,2021-05-14,17256,177,13528.0,3551.0,-366.0,-12.0,13
Andaman and Nicobar Islands,2021-05-14,6510,83,6213.0,214.0,-6289.0,-83.0,35
Sikkim,2021-05-14,10623,192,7485.0,2946.0,-10535.0,-192.0,11
Delhi,2021-05-14,1372475,20618,1274140.0,77717.0,-1204871.0,-16249.0,7
Madhya Pradesh,2021-05-14,708621,6753,593752.0,108116.0,84930.0,3778.0,23
Goa,2021-05-14,130130,1937,95240.0,32953.0,-117455.0,-1813.0,30
Assam,2021-05-14,315554,1984,270079.0,43491.0,195599.0,2593.0,18
Jammu and Kashmir,2021-05-14,233763,2967,177948.0,52848.0,-210808.0,-2541.0,1
Mizoram,2021-05-14,8377,23,6204.0,2150.0,-3972.0,-13.0,15
Tamil Nadu,2021-05-14,1499485,16768,1298945.0,183772.0,479136.0,5521.0,33
Jharkhand,2021-05-14,306248,4290,253490.0,48468.0,44738.0,853.0,20
Rajasthan,2021-05-14,821525,6317,603319.0,211889.0,-694750.0,-4891.0,8
Maharashtra,2021-05-14,5269292,78857,4654731.0,535704.0,747743.0,41513.0,27
Arunachal Pradesh,2021-05-14,21110,72,18871.0,2167.0,-3924.0,-16.0,12
West Bengal,2021-05-14,1073956,12857,930886.0,130213.0,516076.0,6248.0,19
Meghalaya,2021-05-14,21576,268,17582.0,3726.0,-7579.0,-120.0,17
Telangana,2021-05-14,516404,2867,456620.0,56917.0,259909.0,1232.0,36
Puducherry,2021-05-14,78973,1069,61336.0,16568.0,47242.0,770.0,34
Tripura,2021-05-14,39606,426,35146.0,4034.0,42778.0,365.0,16
Uttarakhand,2021-05-14,271810,4245,189261.0,78304.0,66478.0,2772.0,5
Ladakh,2021-05-14,15916,161,14208.0,1547.0,4662.0,46.0,38
Kerala,2021-05-14,2050889,6150,1605471.0,439268.0,1535804.0,11854.0,32
Chandigarh,2021-05-14,53393,609,44343.0,8441.0,8294.0,199.0,4
Manipur,2021-05-14,37596,536,31491.0,5569.0,-8366.0,-163.0,14
Uttar Pradesh,2021-05-14,1580980,16646,1359676.0,204658.0,-1413470.0,-14008.0,9
Bihar,2021-05-14,630185,3593,530314.0,96278.0,91916.0,5999.0,10
Lakshadweep,2021-05-15,4568,13,3392.0,1163.0,-4568.0,-13.0,31
Goa,2021-05-15,132585,1998,98200.0,32387.0,-47576.0,-888.0,30
Meghalaya,2021-05-15,22203,280,17909.0,4014.0,-21713.0,-276.0,17
Dadra and Nagar Haveli and Daman and Diu,2021-05-15,9335,4,8404.0,927.0,1355.0,0.0,26
Tripura,2021-05-15,40055,429,35396.0,4230.0,-6791.0,-44.0,16
Karnataka,2021-05-15,2130267,21085,1510557.0,598625.0,864294.0,17102.0,29
Himachal Pradesh,2021-05-15,153717,2198,111896.0,39623.0,-96024.0,-1216.0,2
Assam,2021-05-15,319632,2060,274247.0,43325.0,261766.0,3453.0,18
Tamil Nadu,2021-05-15,1531377,17056,1318982.0,195339.0,-1091418.0,-9540.0,33
Maharashtra,2021-05-15,5309215,79552,4707980.0,521683.0,1253299.0,59681.0,27
Ladakh,2021-05-15,16156,163,14439.0,1554.0,-12928.0,-125.0,38
Puducherry,2021-05-15,80947,1099,62424.0,17424.0,-42470.0,-461.0,34
Madhya Pradesh,2021-05-15,716708,6841,605423.0,104444.0,72642.0,1945.0,23
Nagaland,2021-05-15,17531,190,13600.0,3741.0,10686.0,389.0,13
Uttar Pradesh,2021-05-15,1596627,16957,1385855.0,193815.0,113733.0,5952.0,9
Chhattisgarh,2021-05-15,899925,11461,772500.0,115964.0,-143498.0,-2452.0,22
Jharkhand,2021-05-15,310024,4366,260602.0,45056.0,51494.0,783.0,20
Gujarat,2021-05-15,735348,8944,609031.0,117373.0,-350660.0,-3774.0,24
Unknown,2021-05-15,0,0,0.0,0.0,0.0,0.0,97
Rajasthan,2021-05-15,835814,6472,616589.0,212753.0,-748017.0,-5364.0,8
Jammu and Kashmir,2021-05-15,236790,3027,181762.0,52001.0,-172800.0,-2026.0,1
Bihar,2021-05-15,637679,3670,544445.0,89564.0,-468655.0,-2806.0,10
Manipur,2021-05-15,38322,552,31872.0,5898.0,25216.0,487.0,14
Haryana,2021-05-15,675636,6402,570227.0,99007.0,94830.0,3273.0,6
Telangana,2021-05-15,520709,2896,462981.0,54832.0,-240514.0,-1390.0,36
Mizoram,2021-05-15,8499,23,6411.0,2065.0,184868.0,610.0,15
Delhi,2021-05-15,1380981,20907,1288280.0,71794.0,56293.0,4172.0,7
Punjab,2021-05-15,483984,11477,393148.0,79359.0,119525.0,5134.0,3
Chandigarh,2021-05-15,54043,617,45268.0,8158.0,-33064.0,-282.0,4
Andaman and Nicobar Islands,2021-05-15,6542,85,6225.0,232.0,1141.0,44.0,35
Sikkim,2021-05-15,10855,198,7655.0,3002.0,-5783.0,-87.0,11
Andhra Pradesh,2021-05-15,1388803,9173,1175843.0,203787.0,-1268413.0,-7960.0,37
Kerala,2021-05-15,2085583,6243,1636790.0,442550.0,556812.0,3914.0,32
Arunachal Pradesh,2021-05-15,21373,77,19094.0,2202.0,-20317.0,-74.0,12
West Bengal,2021-05-15,1094802,12993,950017.0,131792.0,523214.0,6530.0,19
Uttarakhand,2021-05-15,277585,4426,193780.0,79379.0,-270520.0,-4350.0,5
Odisha,2021-05-15,588687,2273,491674.0,94740.0,-584964.0,-2263.0,21
Punjab,2021-05-16,490755,11693,401273.0,77789.0,-334529.0,-6777.0,3
Bihar,2021-05-16,645015,3743,558785.0,82487.0,-509980.0,-3165.0,10
Himachal Pradesh,2021-05-16,157862,2254,116033.0,39575.0,121835.0,1822.0,2
Sikkim,2021-05-16,11070,203,7857.0,3010.0,18174.0,161.0,11
Haryana,2021-05-16,685312,6546,582820.0,95946.0,85603.0,3328.0,6
Goa,2021-05-16,134542,2056,101712.0,30774.0,-95868.0,-1545.0,30
Meghalaya,2021-05-16,22763,301,18124.0,4338.0,-13881.0,-221.0,17
Uttarakhand,2021-05-16,283239,4623,198616.0,80000.0,57016.0,2693.0,5
Andaman and Nicobar Islands,2021-05-16,6568,85,6267.0,216.0,1002.0,44.0,35
Assam,2021-05-16,324979,2123,277501.0,45355.0,-108289.0,-1059.0,18
West Bengal,2021-05-16,1114313,13137,969228.0,131948.0,422133.0,5131.0,19
Kerala,2021-05-16,2118263,6339,1666232.0,445692.0,-1622551.0,-4597.0,32
Chandigarh,2021-05-16,54703,625,46231.0,7847.0,10498.0,194.0,4
Arunachal Pradesh,2021-05-16,21622,78,19293.0,2251.0,-4807.0,-22.0,12
Uttar Pradesh,2021-05-16,1609140,17238,1414259.0,177643.0,101377.0,5675.0,9
Tamil Nadu,2021-05-16,1565035,17359,1339887.0,207789.0,-707433.0,-4824.0,33
Maharashtra,2021-05-16,5344063,80512,4767053.0,496498.0,-3349086.0,-29989.0,27
Unknown,2021-05-16,0,0,0.0,0.0,0.0,0.0,97
Andhra Pradesh,2021-05-16,1411320,9271,1194582.0,207467.0,-524902.0,-2129.0,37
Madhya Pradesh,2021-05-16,724279,6913,617396.0,99970.0,-529534.0,-3741.0,23
Mizoram,2021-05-16,8680,24,6498.0,2158.0,-1533.0,-7.0,15
Telangana,2021-05-16,525007,2928,469007.0,53072.0,-129775.0,-929.0,36
Tripura,2021-05-16,40816,431,35522.0,4863.0,-34049.0,-385.0,16
Rajasthan,2021-05-16,849389,6621,634070.0,208698.0,104719.0,2333.0,8
Odisha,2021-05-16,600492,2294,502455.0,95743.0,-276103.0,-479.0,21
Chhattisgarh,2021-05-16,907589,11590,785598.0,110401.0,96809.0,1965.0,22
Puducherry,2021-05-16,82545,1119,64198.0,17228.0,-82388.0,-1117.0,34
Gujarat,2021-05-16,744409,9039,624107.0,111263.0,-487557.0,-4670.0,24
Manipur,2021-05-16,39052,562,32275.0,6215.0,-10049.0,-193.0,14
Jharkhand,2021-05-16,313181,4431,267364.0,41386.0,35724.0,707.0,20
Jammu and Kashmir,2021-05-16,240467,3090,185902.0,51475.0,-217013.0,-2654.0,1
Dadra and Nagar Haveli and Daman and Diu,2021-05-16,9447,4,8576.0,867.0,-6270.0,-2.0,26
Delhi,2021-05-16,1387411,21244,1299872.0,66295.0,-767793.0,-10897.0,7
Ladakh,2021-05-16,16333,165,14619.0,1549.0,5874.0,54.0,38
Nagaland,2021-05-16,17835,196,13654.0,3985.0,11201.0,398.0,13
Lakshadweep,2021-05-16,4650,13,3487.0,1150.0,-668.0,-3.0,31
Karnataka,2021-05-16,2171931,21434,1544982.0,605515.0,-1247794.0,-9310.0,29
Tripura,2021-05-17,41151,441,35816.0,4894.0,50425.0,399.0,16
Uttar Pradesh,2021-05-17,1619645,17546,1439096.0,163003.0,88728.0,5209.0,9
Gujarat,2021-05-17,752619,9121,638590.0,104908.0,73958.0,968.0,24
Andaman and Nicobar Islands,2021-05-17,6603,88,6283.0,232.0,997.0,41.0,35
Kerala,2021-05-17,2147967,6428,1700528.0,441011.0,2465970.0,18010.0,32
Rajasthan,2021-05-17,859669,6777,658510.0,194382.0,94668.0,2177.0,8
Meghalaya,2021-05-17,23332,320,18478.0,4534.0,62297.0,1169.0,17
Arunachal Pradesh,2021-05-17,21802,81,19461.0,2260.0,-19101.0,-76.0,12
Lakshadweep,2021-05-17,4767,14,3633.0,1120.0,5464.0,36.0,31
Mizoram,2021-05-17,8829,25,6687.0,2117.0,49133.0,188.0,15
Karnataka,2021-05-17,2203462,21837,1581457.0,600168.0,-1219532.0,-9345.0,29
Odisha,2021-05-17,612224,2313,514532.0,95379.0,-595523.0,-2227.0,21
Ladakh,2021-05-17,16452,165,14741.0,1546.0,-7235.0,-42.0,38
Bihar,2021-05-17,651909,3832,572987.0,75090.0,175638.0,8407.0,10
Punjab,2021-05-17,497705,11895,410332.0,75478.0,106034.0,4724.0,3
Uttarakhand,2021-05-17,287286,4811,203673.0,78802.0,56332.0,2585.0,5
Manipur,2021-05-17,39729,578,32674.0,6477.0,13961.0,285.0,14
Chhattisgarh,2021-05-17,912477,11734,797150.0,103593.0,-124991.0,-2249.0,22
Andhra Pradesh,2021-05-17,1435491,9372,1215683.0,210436.0,603199.0,4698.0,37
Sikkim,2021-05-17,11410,205,8109.0,3096.0,-5339.0,-72.0,11
Dadra and Nagar Haveli and Daman and Diu,2021-05-17,9550,4,8745.0,801.0,-6150.0,-2.0,26
West Bengal,2021-05-17,1133430,13284,988341.0,131805.0,836361.0,7091.0,19
Jammu and Kashmir,2021-05-17,244608,3149,189836.0,51623.0,-120662.0,-1220.0,1
Himachal Pradesh,2021-05-17,160240,2324,121007.0,36909.0,12482.0,271.0,2
Goa,2021-05-17,135856,2099,105505.0,28252.0,-130152.0,-2057.0,30
Madhya Pradesh,2021-05-17,731385,6992,629741.0,94652.0,-692360.0,-5996.0,23
Maharashtra,2021-05-17,5378452,81486,4826371.0,470595.0,-5185462.0,-73110.0,27
Nagaland,2021-05-17,18076,209,13767.0,4100.0,14226.0,494.0,13
Jharkhand,2021-05-17,315502,4479,274483.0,36540.0,-196810.0,-3407.0,20
Delhi,2021-05-17,1393867,21506,1309578.0,62783.0,-780510.0,-11324.0,7
Puducherry,2021-05-17,84506,1151,65689.0,17666.0,-44772.0,-482.0,34
Unknown,2021-05-17,0,0,0.0,0.0,2179.0,0.0,97
Assam,2021-05-17,328629,2179,281726.0,44724.0,393308.0,4392.0,18
Haryana,2021-05-17,694427,6685,597676.0,90066.0,-467816.0,-4369.0,6
Tamil Nadu,2021-05-17,1598216,17670,1361204.0,219342.0,1596044.0,19642.0,33
Chandigarh,2021-05-17,55367,635,47088.0,7644.0,-9391.0,-117.0,4
Telangana,2021-05-17,528823,2955,474899.0,50969.0,137140.0,963.0,36
Lakshadweep,2021-05-18,4986,14,3764.0,1208.0,5249.0,36.0,31
Jammu and Kashmir,2021-05-18,247952,3222,193878.0,50852.0,-124735.0,-1301.0,1
Kerala,2021-05-18,2169369,6515,1800179.0,362675.0,-2160439.0,-6481.0,32
Andaman and Nicobar Islands,2021-05-18,6638,89,6329.0,220.0,2814.0,40.0,35
Manipur,2021-05-18,40059,592,33129.0,6338.0,-10692.0,-218.0,14
Arunachal Pradesh,2021-05-18,22106,85,19675.0,2346.0,-5273.0,-29.0,12
Haryana,2021-05-18,701915,6799,611955.0,83161.0,-438028.0,-3865.0,6
Goa,2021-05-18,137418,2152,109513.0,25753.0,-86534.0,-1417.0,30
Uttar Pradesh,2021-05-18,1628990,17817,1462141.0,149032.0,69399.0,3419.0,9
Sikkim,2021-05-18,11480,210,8333.0,2937.0,-5157.0,-74.0,11
Unknown,2021-05-18,0,0,0.0,0.0,0.0,0.0,97
Karnataka,2021-05-18,2242065,22313,1616092.0,603660.0,-1327577.0,-10269.0,29
Telangana,2021-05-18,532784,2985,480458.0,49341.0,45567.0,296.0,36
Tamil Nadu,2021-05-18,1631291,18005,1381690.0,231596.0,-1590593.0,-17638.0,33
Himachal Pradesh,2021-05-18,163786,2382,124771.0,36633.0,20561.0,550.0,2
Andhra Pradesh,2021-05-18,1454052,9481,1233017.0,211554.0,543050.0,4205.0,37
Odisha,2021-05-18,622981,2335,526353.0,94293.0,418792.0,6001.0,21
Nagaland,2021-05-18,18349,216,13880.0,4253.0,13310.0,460.0,13
Mizoram,2021-05-18,9068,28,6932.0,2108.0,130420.0,503.0,15
Rajasthan,2021-05-18,871266,6934,687969.0,176363.0,-186230.0,-1913.0,8
Tripura,2021-05-18,41897,445,36085.0,5367.0,-8545.0,-54.0,16
Uttarakhand,2021-05-18,291005,5034,207363.0,78608.0,116353.0,2463.0,5
Punjab,2021-05-18,504586,12086,418884.0,73616.0,91313.0,3986.0,3
Gujarat,2021-05-18,759754,9202,650932.0,99620.0,147159.0,942.0,24
Dadra and Nagar Haveli and Daman and Diu,2021-05-18,9599,4,8845.0,750.0,-9421.0,-4.0,26
Chhattisgarh,2021-05-18,919054,11883,811015.0,96156.0,86681.0,1688.0,22
Ladakh,2021-05-18,16582,165,14875.0,1542.0,3491.0,37.0,38
West Bengal,2021-05-18,1152433,13431,1007442.0,131560.0,273699.0,2828.0,19
Bihar,2021-05-18,657829,3928,584203.0,69698.0,55288.0,1453.0,10
Puducherry,2021-05-18,85952,1179,67390.0,17383.0,43176.0,697.0,34
Chandigarh,2021-05-18,55987,641,47964.0,7382.0,-47029.0,-537.0,4
Madhya Pradesh,2021-05-18,737306,7069,641254.0,88983.0,56226.0,3461.0,23
Assam,2021-05-18,335023,2271,286463.0,46289.0,-117505.0,-1179.0,18
Maharashtra,2021-05-18,5405068,82486,4874582.0,448000.0,1072919.0,55157.0,27
Delhi,2021-05-18,1398391,21846,1320496.0,56049.0,31737.0,2858.0,7
Jharkhand,2021-05-18,318009,4539,279946.0,33524.0,-298784.0,-4347.0,20
Meghalaya,2021-05-18,23966,336,18715.0,4915.0,-23320.0,-331.0,17
Karnataka,2021-05-19,2272374,22838,1674487.0,575049.0,484950.0,9950.0,29
Unknown,2021-05-19,0,0,0.0,0.0,0.0,0.0,97
Andaman and Nicobar Islands,2021-05-19,6674,92,6359.0,223.0,819.0,37.0,35
Punjab,2021-05-19,511652,12317,427058.0,72277.0,-404556.0,-9183.0,3
Nagaland,2021-05-19,18714,228,14079.0,4407.0,-6817.0,-150.0,13
Chhattisgarh,2021-05-19,925531,12036,823113.0,90382.0,200332.0,1817.0,22
Ladakh,2021-05-19,16784,170,15031.0,1583.0,-2815.0,-27.0,38
Goa,2021-05-19,138776,2197,112633.0,23946.0,29809.0,898.0,30
Manipur,2021-05-19,40683,612,33466.0,6605.0,-28578.0,-537.0,14
Haryana,2021-05-19,709689,6923,626852.0,75914.0,-531276.0,-5043.0,6
Uttar Pradesh,2021-05-19,1637663,18072,1483249.0,136342.0,72006.0,4815.0,9
Jharkhand,2021-05-19,320934,4601,284805.0,31528.0,27078.0,532.0,20
Tripura,2021-05-19,42776,450,36402.0,5924.0,21092.0,212.0,16
Mizoram,2021-05-19,9252,29,7094.0,2129.0,3607.0,16.0,15
Puducherry,2021-05-19,87749,1212,69060.0,17477.0,-48871.0,-567.0,34
Uttarakhand,2021-05-19,295790,5132,214426.0,76232.0,-253139.0,-4620.0,5
Rajasthan,2021-05-19,879664,7080,713129.0,159455.0,74674.0,1874.0,8
Himachal Pradesh,2021-05-19,166678,2460,129330.0,34888.0,62092.0,1415.0,2
Andhra Pradesh,2021-05-19,1475372,9580,1254291.0,211501.0,282967.0,1886.0,37
Gujarat,2021-05-19,766201,9269,660489.0,96443.0,425433.0,1345.0,24
Bihar,2021-05-19,664115,4039,595377.0,64699.0,-403845.0,-2523.0,10
Telangana,2021-05-19,536766,3012,485644.0,48110.0,46462.0,301.0,36
Lakshadweep,2021-05-19,5212,15,3915.0,1282.0,-5212.0,-15.0,31
Sikkim,2021-05-19,11689,212,8427.0,3050.0,17386.0,152.0,11
Kerala,2021-05-19,2200706,6612,1846105.0,347989.0,-1638011.0,-4563.0,32
Meghalaya,2021-05-19,24872,355,19185.0,5332.0,58450.0,1088.0,17
Odisha,2021-05-19,633302,2357,536595.0,94350.0,389831.0,5806.0,21
Maharashtra,2021-05-19,5433506,83777,4927480.0,422249.0,-3719233.0,-38662.0,27
Madhya Pradesh,2021-05-19,742718,7139,652612.0,82967.0,-688297.0,-5893.0,23
Dadra and Nagar Haveli and Daman and Diu,2021-05-19,9652,4,8944.0,704.0,1013.0,0.0,26
Arunachal Pradesh,2021-05-19,22462,88,19977.0,2397.0,10619.0,71.0,12
West Bengal,2021-05-19,1171861,13576,1026492.0,131793.0,389788.0,5076.0,19
Chandigarh,2021-05-19,56513,647,48831.0,7035.0,-35359.0,-305.0,4
Jammu and Kashmir,2021-05-19,251919,3293,197701.0,50925.0,172166.0,1354.0,1
Tamil Nadu,2021-05-19,1664350,18369,1403052.0,242929.0,-836736.0,-6133.0,33
Assam,2021-05-19,340858,2344,290774.0,47740.0,-115036.0,-1202.0,18
Delhi,2021-05-19,1402873,22111,1329899.0,50863.0,-763584.0,-11201.0,7
West Bengal,2021-05-20,1190867,13733,1045643.0,131491.0,-1132149.0,-12361.0,19
Haryana,2021-05-20,716507,7076,638673.0,70758.0,-610246.0,-5984.0,6
Ladakh,2021-05-20,16918,171,15158.0,1589.0,-6976.0,-41.0,38
Rajasthan,2021-05-20,889513,7219,729168.0,153126.0,-613093.0,-4830.0,8
Chandigarh,2021-05-20,56927,656,49701.0,6570.0,8561.0,164.0,4
Lakshadweep,2021-05-20,5466,18,3974.0,1474.0,-5466.0,-18.0,31
Goa,2021-05-20,139985,2228,114793.0,22964.0,-111963.0,-1886.0,30
Assam,2021-05-20,347001,2433,294831.0,49737.0,-342843.0,-2425.0,18
Dadra and Nagar Haveli and Daman and Diu,2021-05-20,9748,4,9088.0,656.0,928.0,0.0,26
Madhya Pradesh,2021-05-20,747783,7227,662949.0,77607.0,-549499.0,-4030.0,23
Arunachal Pradesh,2021-05-20,22799,89,20125.0,2585.0,-6022.0,-33.0,12
Jammu and Kashmir,2021-05-20,255888,3355,202039.0,50494.0,-139634.0,-1553.0,1
Uttarakhand,2021-05-20,300282,5325,221785.0,73172.0,-297158.0,-5283.0,5
Tamil Nadu,2021-05-20,1699225,18734,1426915.0,253576.0,1009855.0,17486.0,33
Telangana,2021-05-20,540603,3037,490620.0,46946.0,-276475.0,-1604.0,36
Mizoram,2021-05-20,9444,30,7271.0,2143.0,81095.0,272.0,15
Unknown,2021-05-20,0,0,0.0,0.0,0.0,0.0,97
Bihar,2021-05-20,670174,4143,607420.0,58611.0,-411536.0,-2667.0,10
Himachal Pradesh,2021-05-20,170074,2529,132421.0,35124.0,-105236.0,-1469.0,2
Uttar Pradesh,2021-05-20,1644849,18352,1502918.0,123579.0,65170.0,4546.0,9
Odisha,2021-05-20,644401,2378,546631.0,95392.0,69979.0,171.0,21
Andhra Pradesh,2021-05-20,1498532,9686,1279110.0,209736.0,568397.0,4696.0,37
Jharkhand,2021-05-20,322828,4654,289333.0,28841.0,-284393.0,-4244.0,20
Meghalaya,2021-05-20,25744,379,19596.0,5769.0,-16003.0,-289.0,17
Manipur,2021-05-20,41265,635,33813.0,6817.0,82821.0,1299.0,14
Sikkim,2021-05-20,11955,214,8649.0,3092.0,19913.0,180.0,11
Gujarat,2021-05-20,771447,9340,669490.0,92617.0,44787.0,593.0,24
Chhattisgarh,2021-05-20,931211,12182,833161.0,85868.0,-308246.0,-5289.0,22
Karnataka,2021-05-20,2306655,23306,1724438.0,558911.0,683580.0,14812.0,29
Maharashtra,2021-05-20,5467537,84371,4978937.0,404229.0,-4101408.0,-48190.0,27
Nagaland,2021-05-20,18958,234,14298.0,4426.0,-7356.0,-166.0,13
Kerala,2021-05-20,2233468,6724,1894518.0,332226.0,-303353.0,-845.0,32
Andaman and Nicobar Islands,2021-05-20,6709,95,6385.0,229.0,-2420.0,-37.0,35
Puducherry,2021-05-20,89508,1241,70615.0,17652.0,-54747.0,-649.0,34
Delhi,2021-05-20,1406719,22346,1339326.0,45047.0,34525.0,2752.0,7
Punjab,2021-05-20,517954,12525,434930.0,70499.0,-371608.0,-7911.0,3
Tripura,2021-05-20,43496,453,36718.0,6325.0,13956.0,138.0,16
Karnataka,2021-05-21,2335524,23854,1776695.0,534975.0,-1386675.0,-11551.0,29
Meghalaya,2021-05-21,26927,389,20061.0,6477.0,-14860.0,-271.0,17
Dadra and Nagar Haveli and Daman and Diu,2021-05-21,9850,4,9174.0,672.0,836.0,0.0,26
Bihar,2021-05-21,676045,4241,617397.0,54407.0,-416831.0,-2749.0,10
Tripura,2021-05-21,44359,455,37097.0,6807.0,34929.0,302.0,16
Andaman and Nicobar Islands,2021-05-21,6758,96,6401.0,261.0,802.0,33.0,35
Ladakh,2021-05-21,17025,172,15264.0,1589.0,1285.0,15.0,38
Jharkhand,2021-05-21,324884,4714,293659.0,26511.0,-54795.0,-1235.0,20
Uttar Pradesh,2021-05-21,1651530,18588,1516508.0,116434.0,57032.0,4177.0,9
Unknown,2021-05-21,0,0,0.0,0.0,0.0,0.0,97
Goa,2021-05-21,141567,2272,118487.0,20808.0,-90900.0,-1541.0,30
Mizoram,2021-05-21,9740,30,7407.0,2303.0,-5305.0,-20.0,15
Gujarat,2021-05-21,776220,9404,677798.0,89018.0,-528294.0,-5083.0,24
Chhattisgarh,2021-05-21,936423,12295,842662.0,81466.0,69041.0,1273.0,22
Jammu and Kashmir,2021-05-21,260057,3422,206081.0,50554.0,-43125.0,-696.0,1
Nagaland,2021-05-21,19284,245,14520.0,4519.0,-3704.0,-123.0,13
Madhya Pradesh,2021-05-21,752735,7315,672695.0,72725.0,39986.0,3208.0,23
Andhra Pradesh,2021-05-21,1521142,9800,1302208.0,209134.0,217848.0,1496.0,37
Kerala,2021-05-21,2263959,6852,1938887.0,318220.0,646548.0,6241.0,32
Himachal Pradesh,2021-05-21,172722,2595,136679.0,33448.0,55747.0,1276.0,2
Telangana,2021-05-21,544263,3060,495446.0,45757.0,98830.0,733.0,36
Assam,2021-05-21,353574,2507,297902.0,53165.0,233366.0,3111.0,18
Rajasthan,2021-05-21,897193,7346,745873.0,143974.0,-7680.0,-127.0,8
Tamil Nadu,2021-05-21,1734804,19131,1452283.0,263390.0,-621302.0,-5403.0,33
Lakshadweep,2021-05-21,5756,20,4072.0,1664.0,3019.0,21.0,31
Manipur,2021-05-21,41909,646,34359.0,6904.0,80990.0,1255.0,14
Sikkim,2021-05-21,12204,217,8865.0,3122.0,20248.0,189.0,11
Chandigarh,2021-05-21,57331,666,50592.0,6073.0,-35672.0,-315.0,4
Delhi,2021-05-21,1409950,22579,1347157.0,40214.0,-966398.0,-15519.0,7
Punjab,2021-05-21,523423,12716,443666.0,67041.0,79094.0,3846.0,3
Odisha,2021-05-21,655899,2403,556501.0,96995.0,-306338.0,-477.0,21
Puducherry,2021-05-21,91465,1269,71919.0,18277.0,4595.0,90.0,34
Uttarakhand,2021-05-21,303940,5484,229813.0,68643.0,-207404.0,-3813.0,5
West Bengal,2021-05-21,1209958,13895,1064553.0,131510.0,387137.0,5306.0,19
Haryana,2021-05-21,722964,7205,653407.0,62352.0,46740.0,2411.0,6
Maharashtra,2021-05-21,5497448,85355,5026308.0,385785.0,-4016959.0,-46283.0,27
Arunachal Pradesh,2021-05-21,23159,89,20339.0,2731.0,29475.0,171.0,12
Manipur,2021-05-22,42565,661,35606.0,6298.0,82795.0,1321.0,14
