Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,New Cases,New Deaths,state_code
Goa,2020-10-02,33942,440,28525,4977.0,132294.0,2606.0,30
Kerala,2020-10-02,204241,771,131052,72418.0,2732792.0,12588.0,32
Jammu and Kashmir,2020-10-02,76163,1198,58552,16413.0,237313.0,3086.0,1
Tamil Nadu,2020-10-02,603290,9586,547335,46369.0,2119216.0,26829.0,33
Andaman and Nicobar Islands,2020-10-02,3848,53,3623,172.0,3709.0,76.0,35
Puducherry,2020-10-02,28024,525,22505,4994.0,92701.0,1267.0,34
Dadra and Nagar Haveli and Daman and Diu,2020-10-02,3054,2,2939,113.0,339.0,0.0,26
Jharkhand,2020-10-02,84664,721,72461,11482.0,22493.0,218.0,20
Bihar,2020-10-02,184038,904,171048,12086.0,540985.0,8742.0,10
Chandigarh,2020-10-02,12057,164,10009,1884.0,48528.0,604.0,4
Manipur,2020-10-02,11111,68,8641,2402.0,-9502.0,-68.0,14
Assam,2020-10-02,182396,711,147522,34163.0,415572.0,5086.0,18
Andhra Pradesh,2020-10-02,700235,5869,636508,57858.0,1582348.0,8751.0,37
Odisha,2020-10-02,222734,859,190080,31795.0,643958.0,2612.0,21
Sikkim,2020-10-02,3050,39,2375,636.0,28769.0,354.0,11
Delhi,2020-10-02,282752,5401,250613,26738.0,353777.0,5485.0,7
Karnataka,2020-10-02,611837,8994,492412,110431.0,2241806.0,26373.0,29
Ladakh,2020-10-02,4360,61,3232,1067.0,-473.0,-11.0,38
West Bengal,2020-10-02,257049,4958,225759,26332.0,1708196.0,15380.0,19
Maharashtra,2020-10-02,1400922,37056,1104426,259440.0,3779007.0,40135.0,27
Mizoram,2020-10-02,2049,0,1721,328.0,2323.0,9.0,15
Himachal Pradesh,2020-10-03,15454,202,11996,3256.0,-14377.0,-191.0,2
Jharkhand,2020-10-03,85400,729,73428,11243.0,27206.0,279.0,20
Puducherry,2020-10-03,28534,532,22948,5054.0,8829.0,85.0,34
Bihar,2020-10-03,185436,910,172449,12077.0,-155067.0,-693.0,10
Manipur,2020-10-03,11397,69,8992,2336.0,-10170.0,-69.0,14
Dadra and Nagar Haveli and Daman and Diu,2020-10-03,3061,2,2959,100.0,-278.0,0.0,26
Lakshadweep,2020-10-03,0,0,0,0.0,70.0,0.0,31
Rajasthan,2020-10-03,139696,1516,117238,20942.0,214591.0,1382.0,8
Gujarat,2020-10-03,139893,3475,119683,16735.0,-44884.0,-469.0,24
Andaman and Nicobar Islands,2020-10-03,3858,53,3631,174.0,-726.0,-7.0,35
Ladakh,2020-10-03,4429,61,3274,1094.0,-2741.0,-52.0,38
Uttarakhand,2020-10-03,49559,636,40419,8504.0,-46728.0,-597.0,5
Telangana,2020-10-03,197327,1153,167846,28328.0,480627.0,2851.0,36
West Bengal,2020-10-03,263634,5070,231699,26865.0,157206.0,2436.0,19
Uttar Pradesh,2020-10-03,406995,5917,351966,49112.0,100607.0,1410.0,9
Maharashtra,2020-10-03,1416513,37480,1117720,261313.0,3406389.0,34262.0,27
Arunachal Pradesh,2020-10-03,10220,18,7183,3019.0,-9271.0,-15.0,12
Assam,2020-10-03,183812,721,148963,34128.0,430601.0,5335.0,18
Odisha,2020-10-03,226334,875,194128,31331.0,109928.0,1036.0,21
Andhra Pradesh,2020-10-03,706790,5900,643993,56897.0,336651.0,1836.0,37
Meghalaya,2020-10-03,6033,52,4226,1755.0,7039.0,81.0,17
Chhattisgarh,2020-10-03,118790,1002,88095,29693.0,880898.0,12492.0,22
Jammu and Kashmir,2020-10-03,77253,1212,59952,16089.0,242859.0,3159.0,1
Punjab,2020-10-03,116213,3501,97777,14935.0,50026.0,1830.0,3
Haryana,2020-10-03,131388,1425,116716,13247.0,9702.0,147.0,6
Chandigarh,2020-10-03,12212,169,10162,1881.0,76170.0,943.0,4
Tamil Nadu,2020-10-03,608885,9653,552938,46294.0,127892.0,1619.0,33
Goa,2020-10-03,34455,442,29004,5009.0,-5112.0,-74.0,30
Madhya Pradesh,2020-10-03,132107,2372,109611,20124.0,123156.0,1440.0,23
Karnataka,2020-10-03,620630,9119,499506,112005.0,1778295.0,15539.0,29
Kerala,2020-10-03,213499,791,135144,77564.0,2652372.0,11908.0,32
Delhi,2020-10-03,285672,5438,253784,26450.0,1155842.0,19662.0,7
Unknown,2020-10-03,0,0,0,0.0,0.0,0.0,97
Tripura,2020-10-03,26552,289,20897,5366.0,57671.0,526.0,16
Mizoram,2020-10-03,2103,0,1759,344.0,1766.0,6.0,15
Nagaland,2020-10-03,6318,17,5211,1090.0,18120.0,460.0,13
Sikkim,2020-10-03,3092,41,2409,642.0,28575.0,347.0,11
Unknown,2020-10-04,0,0,0,0.0,0.0,0.0,97
Andaman and Nicobar Islands,2020-10-04,3868,53,3642,173.0,-764.0,-8.0,35
Madhya Pradesh,2020-10-04,133918,2399,111712,19807.0,660171.0,8134.0,23
Uttarakhand,2020-10-04,50062,648,41338,8076.0,294157.0,6759.0,5
Delhi,2020-10-04,287930,5472,257224,25234.0,-204853.0,-2849.0,7
Dadra and Nagar Haveli and Daman and Diu,2020-10-04,3070,2,2967,101.0,290.0,0.0,26
Assam,2020-10-04,185444,735,150776,33933.0,-156653.0,-665.0,18
Rajasthan,2020-10-04,141846,1530,119241,21075.0,812704.0,7424.0,8
Nagaland,2020-10-04,6429,17,5257,1155.0,5800.0,75.0,13
Chhattisgarh,2020-10-04,121400,1031,91077,29292.0,-107902.0,-922.0,22
Manipur,2020-10-04,11649,71,9081,2497.0,9562.0,136.0,14
Jharkhand,2020-10-04,86277,734,74604,10939.0,-82379.0,-701.0,20
Gujarat,2020-10-04,141236,3487,120987,16762.0,-109298.0,-1660.0,24
Puducherry,2020-10-04,28752,534,23344,4874.0,27553.0,247.0,34
Kerala,2020-10-04,221333,813,139620,80900.0,4732730.0,30343.0,32
Odisha,2020-10-04,229387,892,198194,30301.0,36958.0,229.0,21
Chandigarh,2020-10-04,12360,172,10396,1792.0,49484.0,637.0,4
Ladakh,2020-10-04,4477,61,3315,1101.0,5247.0,69.0,38
Tripura,2020-10-04,26874,293,21410,5171.0,58030.0,533.0,16
Himachal Pradesh,2020-10-04,15695,210,12193,3292.0,206874.0,3524.0,2
Goa,2020-10-04,34900,450,29527,4923.0,128458.0,2510.0,30
Karnataka,2020-10-04,630516,9219,508495,112802.0,-208786.0,-2411.0,29
Bihar,2020-10-04,186441,912,173932,11597.0,539796.0,11178.0,10
Mizoram,2020-10-04,2120,0,1772,348.0,62108.0,224.0,15
Uttar Pradesh,2020-10-04,410626,5977,356826,47823.0,1198514.0,11261.0,9
Arunachal Pradesh,2020-10-04,10421,18,7388,3015.0,-10354.0,-18.0,12
Tamil Nadu,2020-10-04,614507,9718,558534,46255.0,2111690.0,26754.0,33
Maharashtra,2020-10-04,1430861,37758,1134555,258548.0,4674056.0,85378.0,27
West Bengal,2020-10-04,266974,5132,234712,27130.0,157701.0,2425.0,19
Jammu and Kashmir,2020-10-04,78228,1231,61351,15646.0,169724.0,1991.0,1
Andhra Pradesh,2020-10-04,713014,5941,651791,55282.0,808128.0,3859.0,37
Meghalaya,2020-10-04,6456,54,4319,2083.0,7626.0,96.0,17
Haryana,2020-10-04,132576,1450,118258,12868.0,133733.0,1535.0,6
Telangana,2020-10-04,199276,1163,170212,27901.0,475416.0,2820.0,36
Lakshadweep,2020-10-04,0,0,0,0.0,11056.0,52.0,31
Punjab,2020-10-04,117319,3562,99468,14289.0,483195.0,12804.0,3
Sikkim,2020-10-04,3131,43,2448,640.0,-1045.0,-29.0,11
Chandigarh,2020-10-05,12445,174,10598,1673.0,46289.0,535.0,4
Dadra and Nagar Haveli and Daman and Diu,2020-10-05,3087,2,2980,105.0,-2608.0,-2.0,26
Ladakh,2020-10-05,4521,61,3354,1106.0,16340.0,147.0,38
Tripura,2020-10-05,27033,299,21876,4858.0,7829.0,97.0,16
Nagaland,2020-10-05,6552,17,5309,1226.0,3026.0,33.0,13
Karnataka,2020-10-05,640661,9286,515782,115593.0,186403.0,1906.0,29
Andaman and Nicobar Islands,2020-10-05,3884,53,3649,182.0,3762.0,76.0,35
Goa,2020-10-05,35328,456,30033,4839.0,134511.0,2655.0,30
Uttar Pradesh,2020-10-05,414466,6029,362052,46385.0,1293381.0,16690.0,9
Lakshadweep,2020-10-05,0,0,0,0.0,10347.0,51.0,31
Rajasthan,2020-10-05,144030,1545,121331,21154.0,810145.0,7409.0,8
Odisha,2020-10-05,232713,907,202302,29504.0,94566.0,939.0,21
Mizoram,2020-10-05,2120,0,1807,313.0,-407.0,0.0,15
Assam,2020-10-05,186200,749,152127,33324.0,7187.0,62.0,18
Sikkim,2020-10-05,3174,45,2480,649.0,3071.0,90.0,11
Telangana,2020-10-05,200611,1171,172388,27052.0,384878.0,2160.0,36
Andhra Pradesh,2020-10-05,719256,5981,658875,54400.0,874565.0,4241.0,37
Punjab,2020-10-05,118157,3603,100977,13577.0,449450.0,10947.0,3
Uttarakhand,2020-10-05,51481,652,41740,9089.0,-48433.0,-610.0,5
Tamil Nadu,2020-10-05,619996,9784,564092,46120.0,2180290.0,27071.0,33
Delhi,2020-10-05,290613,5510,260350,24753.0,1150141.0,19585.0,7
Gujarat,2020-10-05,142538,3496,122233,16809.0,-113595.0,-1761.0,24
Jammu and Kashmir,2020-10-05,79106,1242,62404,15460.0,264204.0,3292.0,1
Maharashtra,2020-10-05,1443409,38084,1149603,255722.0,266905.0,6881.0,27
West Bengal,2020-10-05,270331,5194,237698,27439.0,-26091.0,-473.0,19
Meghalaya,2020-10-05,6656,54,4393,2209.0,-6543.0,-52.0,17
Madhya Pradesh,2020-10-05,135638,2434,113832,19372.0,-35180.0,-533.0,23
Himachal Pradesh,2020-10-05,15851,217,12361,3273.0,39957.0,729.0,2
Chhattisgarh,2020-10-05,123324,1045,93731,28548.0,-110395.0,-941.0,22
Kerala,2020-10-05,229886,836,144471,84579.0,880022.0,3691.0,32
Arunachal Pradesh,2020-10-05,10548,18,7577,2953.0,3696.0,15.0,12
Unknown,2020-10-05,0,0,0,0.0,0.0,0.0,97
Haryana,2020-10-05,133878,1470,120341,12067.0,110018.0,1118.0,6
Puducherry,2020-10-05,29089,539,23763,4787.0,6461.0,58.0,34
Bihar,2020-10-05,188168,915,175458,11795.0,537616.0,8742.0,10
Jharkhand,2020-10-05,87210,743,75531,10936.0,29462.0,302.0,20
Manipur,2020-10-05,11855,74,9205,2576.0,106818.0,1758.0,14
Mizoram,2020-10-06,2128,0,1837,291.0,77043.0,259.0,15
Andaman and Nicobar Islands,2020-10-06,3899,54,3659,186.0,3542.0,73.0,35
Andhra Pradesh,2020-10-06,723512,6019,666433,51060.0,1457122.0,8523.0,37
Sikkim,2020-10-06,3191,46,2547,598.0,29237.0,360.0,11
Ladakh,2020-10-06,4641,61,3414,1166.0,-3356.0,-57.0,38
Dadra and Nagar Haveli and Daman and Diu,2020-10-06,3092,2,2991,99.0,275.0,0.0,26
Delhi,2020-10-06,292560,5542,263938,23080.0,47876.0,586.0,7
Goa,2020-10-06,35719,460,30456,4803.0,16739.0,296.0,30
Himachal Pradesh,2020-10-06,16033,224,12653,3156.0,200780.0,3425.0,2
Tamil Nadu,2020-10-06,625391,9846,569664,45881.0,2538814.0,27418.0,33
Manipur,2020-10-06,12105,75,9334,2696.0,106765.0,1760.0,14
Puducherry,2020-10-06,29277,543,24221,4513.0,99124.0,1320.0,34
Haryana,2020-10-06,134909,1491,121596,11822.0,-60637.0,-710.0,6
Unknown,2020-10-06,0,0,0,0.0,0.0,0.0,97
Jammu and Kashmir,2020-10-06,79738,1252,63790,14696.0,42311.0,648.0,1
Assam,2020-10-06,187718,760,153491,33467.0,530174.0,5721.0,18
Bihar,2020-10-06,189442,924,176995,11523.0,56743.0,428.0,10
Maharashtra,2020-10-06,1453653,38347,1162585,252721.0,4791404.0,92691.0,27
Arunachal Pradesh,2020-10-06,10783,19,7775,2989.0,33021.0,184.0,12
Telangana,2020-10-06,202594,1181,174769,26644.0,462690.0,2733.0,36
Lakshadweep,2020-10-06,0,0,0,0.0,10365.0,51.0,31
Uttarakhand,2020-10-06,51991,669,42621,8701.0,4079.0,127.0,5
Madhya Pradesh,2020-10-06,137098,2463,115878,18757.0,48348.0,639.0,23
Punjab,2020-10-06,119184,3641,102648,12895.0,272858.0,5831.0,3
Jharkhand,2020-10-06,88026,747,76843,10436.0,329377.0,4497.0,20
Chhattisgarh,2020-10-06,126005,1081,97067,27857.0,938285.0,12583.0,22
Meghalaya,2020-10-06,6767,59,4491,2217.0,18105.0,296.0,17
Uttar Pradesh,2020-10-06,417437,6092,366321,45024.0,-389730.0,-5307.0,9
Odisha,2020-10-06,235330,924,206400,28006.0,14363.0,82.0,21
Nagaland,2020-10-06,6594,17,5422,1155.0,25446.0,678.0,13
Gujarat,2020-10-06,143865,3509,123638,16718.0,681764.0,6573.0,24
Rajasthan,2020-10-06,146195,1559,123421,21215.0,173606.0,1226.0,8
Chandigarh,2020-10-06,12578,177,10797,1604.0,-7076.0,-108.0,4
West Bengal,2020-10-06,273679,5255,240707,27717.0,1324086.0,13960.0,19
Karnataka,2020-10-06,647712,9370,522846,115496.0,218219.0,2208.0,29
Kerala,2020-10-06,234928,859,149111,84958.0,2912053.0,14410.0,32
Tripura,2020-10-06,27308,301,22131,4876.0,57130.0,515.0,16
Tamil Nadu,2020-10-07,630408,9917,575212,45279.0,162380.0,1905.0,33
Dadra and Nagar Haveli and Daman and Diu,2020-10-07,3103,2,3000,101.0,-942.0,0.0,26
Maharashtra,2020-10-07,1465911,38717,1179726,247468.0,-498562.0,-10930.0,27
Puducherry,2020-10-07,29682,546,24614,4522.0,92307.0,1257.0,34
Meghalaya,2020-10-07,7037,60,4606,2371.0,-1879.0,-17.0,17
Haryana,2020-10-07,136115,1509,123286,11320.0,635577.0,8545.0,6
West Bengal,2020-10-07,277049,5318,243743,27988.0,52008.0,862.0,19
Jammu and Kashmir,2020-10-07,80476,1268,65496,13712.0,42062.0,642.0,1
Bihar,2020-10-07,190740,925,178395,11420.0,20949.0,124.0,10
Chandigarh,2020-10-07,12707,180,11035,1492.0,-12282.0,-174.0,4
Jharkhand,2020-10-07,88873,757,78089,10027.0,-2596.0,-23.0,20
Nagaland,2020-10-07,6662,17,5460,1185.0,-5930.0,-17.0,13
Arunachal Pradesh,2020-10-07,11007,20,7965,3022.0,44167.0,260.0,12
Punjab,2020-10-07,120016,3679,104355,11982.0,481220.0,12788.0,3
Himachal Pradesh,2020-10-07,16283,229,12918,3136.0,47037.0,816.0,2
Telangana,2020-10-07,204748,1189,177008,26551.0,90934.0,422.0,36
Andaman and Nicobar Islands,2020-10-07,3912,54,3678,180.0,-486.0,-3.0,35
Madhya Pradesh,2020-10-07,138668,2488,118039,18141.0,638681.0,5471.0,23
Andhra Pradesh,2020-10-07,729307,6052,672479,50776.0,149416.0,1024.0,37
Goa,2020-10-07,36238,468,31050,4720.0,18410.0,320.0,30
Odisha,2020-10-07,238003,940,210217,26846.0,811864.0,7478.0,21
Manipur,2020-10-07,12240,78,9482,2680.0,113772.0,1931.0,14
Uttar Pradesh,2020-10-07,420937,6153,370753,44031.0,-387237.0,-5264.0,9
Sikkim,2020-10-07,3216,49,2587,580.0,29036.0,354.0,11
Lakshadweep,2020-10-07,0,0,0,0.0,0.0,0.0,31
Gujarat,2020-10-07,145200,3519,125111,16570.0,100572.0,790.0,24
Mizoram,2020-10-07,2148,0,1887,261.0,133932.0,504.0,15
Delhi,2020-10-07,295236,5581,266935,22720.0,1143478.0,19504.0,7
Uttarakhand,2020-10-07,52329,677,43238,8414.0,630.0,11.0,5
Karnataka,2020-10-07,657705,9461,533074,115170.0,-45868.0,-467.0,29
Rajasthan,2020-10-07,148316,1574,125448,21294.0,210372.0,1342.0,8
Tripura,2020-10-07,27545,301,22623,4621.0,6030.0,92.0,16
Assam,2020-10-07,188902,778,155077,33047.0,29074.0,322.0,18
Unknown,2020-10-07,0,0,0,0.0,3416.0,0.0,97
Chhattisgarh,2020-10-07,128893,1104,100551,27238.0,867144.0,12353.0,22
Ladakh,2020-10-07,4720,61,3464,1195.0,15161.0,141.0,38
Kerala,2020-10-07,242799,884,154092,87823.0,2542505.0,10949.0,32
West Bengal,2020-10-08,280504,5376,246767,28361.0,-252051.0,-4470.0,19
Arunachal Pradesh,2020-10-08,11267,21,8396,2850.0,-10908.0,-19.0,12
Gujarat,2020-10-08,146673,3531,126657,16485.0,-106604.0,-1509.0,24
Telangana,2020-10-08,206644,1201,179075,26368.0,-173242.0,-853.0,36
Meghalaya,2020-10-08,7165,60,4694,2411.0,-6958.0,-58.0,17
Jammu and Kashmir,2020-10-08,81097,1282,67684,12131.0,21062.0,298.0,1
Maharashtra,2020-10-08,1480489,39072,1196441,244976.0,-1242028.0,-29179.0,27
Tamil Nadu,2020-10-08,635855,9984,580736,45135.0,263952.0,2794.0,33
Bihar,2020-10-08,191985,927,179732,11326.0,388232.0,2288.0,10
Chhattisgarh,2020-10-08,131739,1134,103828,26777.0,874218.0,12441.0,22
Mizoram,2020-10-08,2150,0,1919,231.0,116059.0,414.0,15
Goa,2020-10-08,36670,477,31444,4749.0,-34217.0,-463.0,30
Chandigarh,2020-10-08,12820,182,11190,1448.0,49158.0,629.0,4
Puducherry,2020-10-08,30161,551,24930,4680.0,99124.0,1328.0,34
Odisha,2020-10-08,240998,958,213672,26368.0,-153396.0,-517.0,21
Lakshadweep,2020-10-08,0,0,0,0.0,0.0,0.0,31
Karnataka,2020-10-08,668652,9574,542906,116172.0,-326229.0,-3872.0,29
Andaman and Nicobar Islands,2020-10-08,3935,54,3696,185.0,-3779.0,-54.0,35
Sikkim,2020-10-08,3234,49,2615,570.0,24292.0,302.0,11
Delhi,2020-10-08,298107,5616,270305,22186.0,1143137.0,19482.0,7
Dadra and Nagar Haveli and Daman and Diu,2020-10-08,3120,2,3010,108.0,-118.0,0.0,26
Himachal Pradesh,2020-10-08,16565,231,13338,2996.0,-15970.0,-223.0,2
Madhya Pradesh,2020-10-08,140307,2518,120267,17522.0,651460.0,7994.0,23
Punjab,2020-10-08,120860,3712,105585,11563.0,53396.0,1923.0,3
Nagaland,2020-10-08,6715,17,5498,1200.0,23641.0,609.0,13
Assam,2020-10-08,190209,785,157638,31786.0,98860.0,843.0,18
Haryana,2020-10-08,137398,1528,124841,11029.0,-117464.0,-1238.0,6
Tripura,2020-10-08,27759,304,23066,4389.0,-25841.0,-303.0,16
Rajasthan,2020-10-08,150467,1590,127526,21351.0,-15175.0,-104.0,8
Manipur,2020-10-08,12489,80,9604,2805.0,77773.0,1371.0,14
Ladakh,2020-10-08,4802,63,3511,1228.0,15802.0,144.0,38
Andhra Pradesh,2020-10-08,734427,6086,678828,49513.0,-727356.0,-5996.0,37
Uttar Pradesh,2020-10-08,424326,6200,374972,43154.0,163845.0,2203.0,9
Unknown,2020-10-08,0,0,0,0.0,0.0,0.0,97
Kerala,2020-10-08,253405,906,160253,92246.0,2785624.0,13474.0,32
Jharkhand,2020-10-08,89702,767,79176,9759.0,143709.0,1893.0,20
Uttarakhand,2020-10-08,52959,688,43904,8367.0,16734.0,445.0,5
Tripura,2020-10-09,27982,311,23474,4197.0,5951.0,83.0,16
Telangana,2020-10-09,208535,1208,180953,26374.0,83131.0,369.0,36
Chandigarh,2020-10-09,12922,186,11344,1392.0,3400.0,68.0,4
Rajasthan,2020-10-09,152605,1605,129618,21382.0,800413.0,7338.0,8
Gujarat,2020-10-09,147789,3538,127786,16465.0,-42280.0,-418.0,24
Uttar Pradesh,2020-10-09,427459,6245,378662,42552.0,150183.0,2000.0,9
Chhattisgarh,2020-10-09,134612,1158,106027,27427.0,-21010.0,-201.0,22
Jammu and Kashmir,2020-10-09,81793,1291,69020,11482.0,-49146.0,-674.0,1
Lakshadweep,2020-10-09,0,0,0,0.0,10365.0,51.0,31
Unknown,2020-10-09,0,0,0,0.0,0.0,0.0,97
Himachal Pradesh,2020-10-09,16778,238,13597,2943.0,-15884.0,-229.0,2
Mizoram,2020-10-09,2157,0,1937,220.0,55365.0,212.0,15
Puducherry,2020-10-09,30539,556,25256,4727.0,-29920.0,-546.0,34
Arunachal Pradesh,2020-10-09,11479,22,8679,2778.0,15793.0,93.0,12
Jharkhand,2020-10-09,90486,775,80439,9272.0,258785.0,4366.0,20
Manipur,2020-10-09,12679,83,9719,2877.0,-8110.0,-67.0,14
West Bengal,2020-10-09,284030,5439,249737,28854.0,1295433.0,13514.0,19
Andaman and Nicobar Islands,2020-10-09,3952,55,3707,190.0,3604.0,74.0,35
Bihar,2020-10-09,193072,929,180696,11447.0,513689.0,4234.0,10
Madhya Pradesh,2020-10-09,142022,2547,122687,16788.0,648048.0,6472.0,23
Odisha,2020-10-09,244142,974,216984,26184.0,798631.0,7373.0,21
Uttarakhand,2020-10-09,53359,702,44808,7849.0,88990.0,1319.0,5
Ladakh,2020-10-09,4902,63,3540,1299.0,5004.0,67.0,38
Nagaland,2020-10-09,6736,17,5564,1155.0,5390.0,71.0,13
Sikkim,2020-10-09,3246,51,2650,545.0,2938.0,84.0,11
Dadra and Nagar Haveli and Daman and Diu,2020-10-09,3132,2,3025,105.0,210.0,0.0,26
Andhra Pradesh,2020-10-09,739719,6128,684930,48661.0,-690069.0,-5486.0,37
Assam,2020-10-09,191397,794,159836,30767.0,324584.0,3838.0,18
Tamil Nadu,2020-10-09,640943,10052,586454,44437.0,890434.0,7004.0,33
Delhi,2020-10-09,300833,5653,272948,22232.0,343656.0,5292.0,7
Maharashtra,2020-10-09,1493884,39430,1212016,242438.0,-586672.0,-12826.0,27
Haryana,2020-10-09,138682,1548,126267,10867.0,655469.0,8524.0,6
Goa,2020-10-09,37102,484,31902,4716.0,152807.0,3048.0,30
Karnataka,2020-10-09,679356,9675,552519,117162.0,1908471.0,19004.0,29
Meghalaya,2020-10-09,7261,60,4832,2369.0,67818.0,1236.0,17
Punjab,2020-10-09,121716,3741,107200,10775.0,470942.0,12113.0,3
Kerala,2020-10-09,258850,930,167256,90664.0,1347969.0,4426.0,32
Arunachal Pradesh,2020-10-10,11760,23,8877,2860.0,5071.0,33.0,12
Meghalaya,2020-10-10,7388,61,4903,2424.0,6137.0,80.0,17
Puducherry,2020-10-10,30904,558,25543,4803.0,96770.0,1297.0,34
Nagaland,2020-10-10,6888,17,5656,1215.0,20698.0,535.0,13
Madhya Pradesh,2020-10-10,143629,2574,124887,16168.0,-103738.0,-1559.0,23
Unknown,2020-10-10,0,0,0,0.0,8023.0,0.0,97
Jharkhand,2020-10-10,91254,781,81654,8819.0,21771.0,229.0,20
Haryana,2020-10-10,139932,1562,127540,10830.0,629637.0,8043.0,6
Karnataka,2020-10-10,690269,9789,561610,118870.0,2311523.0,28493.0,29
Uttarakhand,2020-10-10,54063,716,46058,7289.0,46055.0,997.0,5
Rajasthan,2020-10-10,154785,1621,131766,21398.0,798439.0,7326.0,8
Delhi,2020-10-10,303693,5692,276046,21955.0,324005.0,4917.0,7
Chhattisgarh,2020-10-10,137570,1196,108935,27439.0,1007370.0,12792.0,22
Goa,2020-10-10,37591,491,32317,4783.0,-2263.0,-35.0,30
Punjab,2020-10-10,122459,3773,108533,10153.0,2076.0,87.0,3
Manipur,2020-10-10,12810,86,9866,2858.0,11130.0,154.0,14
Assam,2020-10-10,192416,802,161904,29710.0,356664.0,4217.0,18
Ladakh,2020-10-10,4987,63,3886,1038.0,15822.0,144.0,38
Tamil Nadu,2020-10-10,646128,10120,591811,44197.0,202147.0,2340.0,33
Maharashtra,2020-10-10,1506018,39732,1229339,236947.0,448535.0,10093.0,27
Chandigarh,2020-10-10,12985,188,11505,1292.0,9055.0,167.0,4
Himachal Pradesh,2020-10-10,16977,245,13876,2856.0,24250.0,421.0,2
Kerala,2020-10-10,268100,955,175304,91841.0,766557.0,3134.0,32
Bihar,2020-10-10,194329,934,182121,11274.0,-42137.0,-159.0,10
West Bengal,2020-10-10,287603,5501,252806,29296.0,593291.0,6136.0,19
Mizoram,2020-10-10,2162,0,1974,188.0,66864.0,231.0,15
Andaman and Nicobar Islands,2020-10-10,3976,55,3724,197.0,1017.0,7.0,35
Tripura,2020-10-10,28153,313,23801,4039.0,4611.0,59.0,16
Telangana,2020-10-10,210346,1217,183025,26104.0,-204671.0,-1025.0,36
Andhra Pradesh,2020-10-10,744864,6159,691040,47665.0,223136.0,1278.0,37
Uttar Pradesh,2020-10-10,430666,6293,383086,41287.0,274953.0,2931.0,9
Dadra and Nagar Haveli and Daman and Diu,2020-10-10,3140,2,3037,101.0,-163.0,0.0,26
Gujarat,2020-10-10,149032,3547,129304,16181.0,115133.0,850.0,24
Lakshadweep,2020-10-10,0,0,0,0.0,10361.0,51.0,31
Odisha,2020-10-10,246839,991,220388,25460.0,197355.0,1052.0,21
Sikkim,2020-10-10,3278,53,2721,504.0,3219.0,83.0,11
Jammu and Kashmir,2020-10-10,82429,1306,69979,11144.0,209931.0,2633.0,1
Nagaland,2020-10-11,6949,17,5694,1238.0,23814.0,631.0,13
Lakshadweep,2020-10-11,0,0,0,0.0,10348.0,51.0,31
Uttarakhand,2020-10-11,54525,734,46470,7321.0,44990.0,975.0,5
Jammu and Kashmir,2020-10-11,83064,1313,70955,10796.0,50951.0,699.0,1
Dadra and Nagar Haveli and Daman and Diu,2020-10-11,3152,2,3050,100.0,-60.0,0.0,26
Andaman and Nicobar Islands,2020-10-11,3992,55,3744,193.0,1024.0,7.0,35
Andhra Pradesh,2020-10-11,750517,6194,697699,46624.0,137074.0,958.0,37
Tripura,2020-10-11,28352,315,24086,3951.0,4322.0,55.0,16
Gujarat,2020-10-11,150253,3557,130760,15936.0,677362.0,6537.0,24
Chhattisgarh,2020-10-11,140258,1235,111654,27369.0,448560.0,5232.0,22
Arunachal Pradesh,2020-10-11,11998,23,9035,2940.0,3391.0,22.0,12
Tamil Nadu,2020-10-11,651370,10187,597033,44150.0,2335884.0,26851.0,33
Odisha,2020-10-11,249693,1006,224273,24414.0,-69813.0,-305.0,21
Ladakh,2020-10-11,5059,64,3973,1022.0,2075.0,22.0,38
West Bengal,2020-10-11,291194,5563,255838,29793.0,1336296.0,14113.0,19
Telangana,2020-10-11,212063,1222,185128,25713.0,425967.0,2544.0,36
Punjab,2020-10-11,123317,3798,109767,9752.0,7738.0,319.0,3
Puducherry,2020-10-11,31233,559,25955,4719.0,98015.0,1319.0,34
Jharkhand,2020-10-11,91951,784,82805,8362.0,285621.0,4386.0,20
Meghalaya,2020-10-11,7544,62,5045,2437.0,5755.0,72.0,17
Mizoram,2020-10-11,2175,0,1984,191.0,111626.0,391.0,15
Delhi,2020-10-11,306559,5740,278812,22007.0,-38737.0,-547.0,7
Rajasthan,2020-10-11,156908,1636,133918,21354.0,-72234.0,-555.0,8
Karnataka,2020-10-11,700786,9891,569947,120948.0,-60125.0,-605.0,29
Bihar,2020-10-11,195499,944,183390,11165.0,525615.0,8634.0,10
Manipur,2020-10-11,13092,88,10396,2608.0,-10857.0,-88.0,14
Kerala,2020-10-11,279855,978,182874,96003.0,4945917.0,44560.0,32
Himachal Pradesh,2020-10-11,17244,248,14278,2718.0,197260.0,3363.0,2
Sikkim,2020-10-11,3321,55,2816,450.0,3030.0,81.0,11
Chandigarh,2020-10-11,13081,190,11662,1229.0,-12653.0,-184.0,4
Uttar Pradesh,2020-10-11,433712,6353,387149,40210.0,1278273.0,16562.0,9
Unknown,2020-10-11,0,0,0,0.0,0.0,0.0,97
Maharashtra,2020-10-11,1517434,40040,1255779,221615.0,4534199.0,81764.0,27
Goa,2020-10-11,37934,499,32777,4658.0,137649.0,2796.0,30
Assam,2020-10-11,193387,811,163355,29221.0,269788.0,3183.0,18
Haryana,2020-10-11,141090,1572,128841,10677.0,804879.0,8714.0,6
